Aortic BP, Brachial BP
94.52243573520978, 99.88597036321552
101.98389893505734, 109.86955427257493
111.01195587481453, 119.9918624066238
119.9457369304958, 129.99475049874286
127.93129880371237, 140.1237430782423
137.8840563263536, 150.0700048441181
148.9221888179199, 160.05300623404892
160.9040346792766, 169.99242287153078
171.36162759257925, 180.0515231549868
